-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 0 0
-2.6875 0 0
-2.6625 0 0
-2.6375 0 0
-2.6125 0 0
-2.5875 0 0
-2.5625 0 0
-2.5375 1.63934e-05 1.09971e-05
-2.5125 0 0
-2.4875 5.7377e-05 2.66236e-05
-2.4625 8.19672e-06 7.98918e-06
-2.4375 3.27869e-05 1.86914e-05
-2.4125 7.37705e-05 2.94968e-05
-2.3875 0.000122951 2.55943e-05
-2.3625 0.000122951 3.6427e-05
-2.3375 0.000139344 2.90377e-05
-2.3125 0.000196721 4.42926e-05
-2.2875 0.000344262 4.76539e-05
-2.2625 0.000360656 6.41233e-05
-2.2375 0.00047541 4.32178e-05
-2.2125 0.000704918 7.43149e-05
-2.1875 0.000942623 0.000107421
-2.1625 0.0012377 8.39714e-05
-2.1375 0.00169672 0.00012228
-2.1125 0.0022623 0.000204951
-2.0875 0.00238525 0.000200937
-2.0625 0.0035 0.000227236
-2.0375 0.00411475 0.000253145
-2.0125 0.00527869 0.000309007
-1.9875 0.00622131 0.000293364
-1.9625 0.0084918 0.000394057
